Name,Taxon_ID,Accession_Number,Length
Pseudomonas sp. Irchel 3F3,2009000,WP_095117307.1,648
Pseudomonas,286,WP_095057676.1,648
Bordetella genomosp. 11,1416808,WP_094841396.1,653
Vibrio sp. 03_296,2024409,OZT84393.1,637
Vibrio vulnificus,672,OZS61544.1,637
Vibrio vulnificus,672,OZS57171.1,637
Vibrio vulnificus,672,OZS52533.1,637
Bordetella genomosp. 6,463024,OZI73090.1,658
Bordetella genomosp. 11,1416808,OZI59977.1,653
Vibrio qinghaiensis,2025808,WP_094502072.1,636
Vibrio qinghaiensis,2025808,ASU24461.1,636
Burkholderiales bacterium PBB2,2015564,OYU26001.1,648
Burkholderiales bacterium PBB6,2015568,OYT84859.1,636
Alcaligenes faecalis,511,WP_094198143.1,646
Alcaligenes faecalis,511,ASR91207.1,646
Bacterioplanes sanyensis,1249553,WP_094060131.1,650
Pseudomonas,286,WP_094012622.1,648
Bacterioplanes sanyensis,1249553,ASP38945.1,650
Pseudomonas yangmingensis,1720063,WP_093475942.1,645
Pseudomonas,286,WP_093426576.1,649
Achromobacter sp. NFACC18-2,1564112,WP_092582213.1,655
Achromobacter sp. NFACC18-2,1564112,WP_092582210.1,655
bacterium 2013Arg42i,1561003,WP_092486759.1,664
bacterium 2013Arg42i,1561003,WP_092484666.1,664
Pseudomonas sp. NFACC02,1566250,WP_092409879.1,649
bacterium 2013Ark19i,1561004,WP_092401707.1,668
bacterium 2013Ark19i,1561004,WP_092342854.1,664
Marinobacter daqiaonensis,650891,WP_092010869.1,665
Marinobacterium georgiense,48076,WP_091823212.1,647
Pseudoalteromonas sp. DSM 26666,1761892,WP_090492907.1,668
Pseudomonas jessenii,77298,WP_090452371.1,648
Pseudomonas guariconensis,1288410,WP_090344733.1,648
Pseudomonas moorei,395599,WP_090327674.1,648
Kushneria avicenniae,402385,WP_090134031.1,641
Kosakonia sp. S29,1855371,WP_090086330.1,647
Pseudomonas jessenii,77298,OXR31898.1,648
Vibrio vulnificus NBRC 15645 = ATCC 27562,1219061,ASM99243.1,637
Pseudoalteromonas nigrifaciens,28109,WP_089368439.1,660
Pseudoalteromonas nigrifaciens,28109,ASM54434.1,593
Azotobacter chroococcum,353,WP_089169399.1,646
Achromobacter sp. KAs 3-5,1915388,OXC91181.1,653
Azotobacter chroococcum,353,ASL28099.1,646
Pseudomonas sp. LAMO17WK12:I8,1265488,SNT51652.1,648
Aeromonas veronii,654,WP_088869235.1,641
Vibrio vulnificus,672,ASJ41522.1,637
Aeromonas salmonicida,645,ASI31518.1,641
Aeromonas salmonicida,645,ASI27399.1,641
Aeromonas salmonicida,645,ASI23084.1,641
Cobetia sp. QF-1,1969833,WP_088742716.1,642
Pseudomonas aeruginosa MPAO1/P1,1131757,EHS40054.1,650
Burkholderiales bacterium JOSHI_001,864051,EHR71076.1,639
Oceanimonas sp. GK1,511062,AEY02303.1,635
Pseudomonas fluorescens F113,1114970,AEV60237.1,648
Halomonas sp. GFAJ-1,1118153,EHK61024.1,638
Azoarcus sp. KH32C,748247,BAL26144.1,635
Pseudoalteromonas sp. BSi20429,1097676,GAA67767.1,651
Pseudoalteromonas sp. BSi20429,1097676,GAA69109.1,669
Halomonas boliviensis LC1,1072583,EHJ92384.1,633
Marinobacter manganoxydans MnI7-9,1094979,EHJ05613.1,666
Marinobacter manganoxydans MnI7-9,1094979,EHJ05592.1,637
Vibrio cholerae O1 str. 2010EL-1786,914149,AET29185.1,636
Vibrio cholerae HC-48B2,991966,EHI09541.1,626
Vibrio cholerae HC-61A1,991942,EHI07560.1,636
Vibrio cholerae HC-43A1,991938,EHH98910.1,626
Vibrio cholerae HC-33A2,991957,EHH93657.1,626
Vibrio cholerae HC-28A1,991955,EHH92588.1,636
Vibrio cholerae HC-22A1,991954,EHH90109.1,636
Vibrio cholerae HC-32A1,991956,EHH88547.1,636
Vibrio cholerae HC-23A1,991933,EHH84164.1,636
Vibrio cholerae HC-21A1,991953,EHH78019.1,636
Vibrio cholerae HC-06A1,991950,EHH77305.1,636
Vibrio cholerae HC-19A1,991952,EHH70572.1,636
Methylomicrobium alcaliphilum 20Z,1091494,CCE25344.1,633
Pseudomonas aeruginosa NCGM2.S1,1089456,BAK89173.1,650
Pseudomonas aeruginosa M18,941193,AEO76179.1,650
Pseudomonas aeruginosa NCMG1179,1078464,GAA16964.1,650
Vibrio nigripulchritudo ATCC 27043,1051649,EGU57497.1,636
Vibrio orientalis CIP 102891 = ATCC 33934,675816,EGU54035.1,636
Vibrio tubiashii ATCC 19109,1051646,EGU53516.1,636
Vibrio ichthyoenteri ATCC 700023,870968,EGU46250.1,638
Vibrio splendidus ATCC 33789,1051645,EGU45806.1,636
Vibrio scophthalmi LMG 19158,870967,EGU40330.1,636
Vibrio sp. N418,701176,EGU34294.1,636
Vibrio mimicus SX-4,756012,EGU19981.1,636
Vibrio cholerae BJG-01,991997,EGS73482.1,636
Vibrio cholerae HC-38A1,991959,EGS67178.1,636
Vibrio cholerae HC-02A1,991948,EGS62818.1,636
Vibrio cholerae HE-09,991998,EGS58258.1,636
Vibrio cholerae HFU-02,991989,EGS57144.1,636
Vibrio cholerae HC-40A1,991961,EGS54149.1,636
Vibrio cholerae HC-48A1,991965,EGS54027.1,636
Vibrio cholerae HC-70A1,991984,EGS52649.1,636
Vibrio cholerae HE48,991947,EGR09995.1,636
Vibrio cholerae HC-49A2,991935,EGR05792.1,636
Vibrio cholerae HE39,991945,EGR01441.1,626
Vibrio cholerae HCUF01,991930,EGR00800.1,626
Vibrio anguillarum 775,882102,AEH34869.1,636
Methylophaga aminisulfidivorans MP,1026882,EGL55151.1,632
Marinomonas posidonica IVIA-Po-181,491952,AEF54289.1,649
Vibrio parahaemolyticus,670,KYZ32367.1,637
Vibrio parahaemolyticus,670,KYZ30147.1,637
Vibrio parahaemolyticus,670,KYZ27527.1,637
Vibrio parahaemolyticus,670,KYZ19532.1,637
Vibrio parahaemolyticus,670,KYZ15660.1,637
Vibrio parahaemolyticus,670,KYZ11848.1,637
Vibrio parahaemolyticus,670,KYZ10100.1,637
Vibrio parahaemolyticus,670,KYZ04415.1,637
Vibrio parahaemolyticus,670,KYZ02280.1,637
Vibrio parahaemolyticus,670,KYY96727.1,637
Vibrio parahaemolyticus,670,KYY87285.1,637
Vibrio parahaemolyticus,670,KYY81005.1,637
Vibrio parahaemolyticus,670,KYY80348.1,637
Vibrio parahaemolyticus,670,KYY77799.1,637
Vibrio parahaemolyticus,670,KYY74028.1,637
Vibrio parahaemolyticus,670,KYY71635.1,637
Vibrio parahaemolyticus,670,KYY66195.1,637
Vibrio parahaemolyticus,670,KYY62007.1,637
Vibrio parahaemolyticus,670,KYY56343.1,637
Vibrio parahaemolyticus,670,KYY43658.1,637
Vibrio parahaemolyticus,670,KYY42107.1,637
Vibrio parahaemolyticus,670,KYY41626.1,637
Vibrio parahaemolyticus,670,KYY37152.1,637
Vibrio parahaemolyticus,670,KYY31286.1,637
Vibrio parahaemolyticus,670,KYY27126.1,637
Vibrio parahaemolyticus,670,KYY24747.1,637
Vibrio parahaemolyticus,670,KYY17081.1,637
Vibrio parahaemolyticus,670,KYY13963.1,637
Vibrio parahaemolyticus,670,KYY11869.1,637
Vibrio parahaemolyticus,670,KYY05219.1,637
Vibrio parahaemolyticus,670,KYY02789.1,637
Vibrio parahaemolyticus,670,KYX93297.1,637
Vibrio parahaemolyticus,670,KYX91001.1,637
Vibrio parahaemolyticus,670,KYX89637.1,637
Vibrio parahaemolyticus,670,KYX82938.1,637
Vibrio parahaemolyticus,670,KYX79479.1,637
Vibrio parahaemolyticus,670,KYX73936.1,637
Vibrio parahaemolyticus,670,KYX70894.1,637
Vibrio parahaemolyticus,670,KYX70554.1,637
Vibrio parahaemolyticus,670,KYX54581.1,637
Vibrio parahaemolyticus,670,KYX52172.1,637
Vibrio parahaemolyticus,670,KYX49099.1,637
Vibrio parahaemolyticus,670,KYX45772.1,637
Vibrio parahaemolyticus,670,KYX44880.1,637
Vibrio parahaemolyticus,670,KYX33951.1,637
Vibrio parahaemolyticus,670,KYX31705.1,637
Vibrio parahaemolyticus,670,KYX27879.1,637
Vibrio parahaemolyticus,670,KYX21824.1,637
Vibrio parahaemolyticus,670,KYX14109.1,637
Vibrio parahaemolyticus,670,KYX13619.1,637
Thaumasiovibrio occultus,1891184,WP_086937836.1,641
Vibrio mangrovi,474394,SMS01740.1,637
Agarilytica rhodophyticola,1737490,WP_086930954.1,658
Oceanisphaera avium,1903694,ART78943.1,635
Pseudomonas aeruginosa,287,OUM36595.1,650
Vibrio gigantis,296199,WP_086714659.1,636
Halomonas desiderata,52021,WP_086510487.1,637
Vibrio parahaemolyticus,670,WP_086484614.1,637
Photobacterium damselae,38293,WP_086368561.1,642
Pseudomonas aeruginosa,287,WP_086257476.1,650
Methylocaldum sp. SAD2,1912212,WP_086133259.1,635
Bordetella genomosp. 8,1416806,WP_086064565.1,655
Pseudomonas aeruginosa,287,OUL44713.1,650
Vibrio alginolyticus,663,WP_086050480.1,636
Pseudomonas aeruginosa,287,OUJ97857.1,650
Vibrio parahaemolyticus,670,OUJ63060.1,637
Vibrio parahaemolyticus,670,OUJ53194.1,637
Vibrio parahaemolyticus,670,OUJ46870.1,637
Vibrio parahaemolyticus,670,OUJ42052.1,637
Vibrio parahaemolyticus,670,OUJ38454.1,637
Vibrio parahaemolyticus,670,OUJ32542.1,637
Vibrio parahaemolyticus,670,OUJ25562.1,637
Halomonas desiderata SP1,1191209,OUE40663.1,637
Vibrio parahaemolyticus,670,OUD75490.1,637
Vibrio parahaemolyticus,670,OUD72439.1,637
Vibrio parahaemolyticus,670,OUD52443.1,637
Vibrio parahaemolyticus,670,OUD46939.1,637
Vibrio parahaemolyticus,670,OUD41844.1,637
Vibrio parahaemolyticus,670,OUD24521.1,637
Vibrio parahaemolyticus,670,OTW26903.1,637
Vibrio parahaemolyticus,670,OTW22405.1,637
Vibrio parahaemolyticus,670,OTW19890.1,637
Vibrio parahaemolyticus,670,OTW10712.1,637
Vibrio parahaemolyticus,670,OTW09445.1,637
Vibrio parahaemolyticus,670,OTV99728.1,637
Vibrio parahaemolyticus,670,OTV97993.1,637
Vibrio parahaemolyticus,670,OTV93406.1,637
Photobacterium damselae subsp. damselae,85581,ARR51679.1,642
Vibrio campbellii,680,ARR47811.1,637
Vibrio campbellii,680,ARR10011.1,619
Pseudomonas aeruginosa,287,OTK16491.1,650
Pseudomonas aeruginosa,287,OTK02340.1,650
Pseudomonas aeruginosa,287,OTK00981.1,650
Pseudomonas aeruginosa,287,OTJ97073.1,650
Pseudomonas aeruginosa,287,OTJ93602.1,650
Pseudomonas aeruginosa,287,OTJ83179.1,650
Pseudomonas aeruginosa,287,OTJ76082.1,650
Pseudomonas aeruginosa,287,OTJ74320.1,650
Pseudomonas aeruginosa,287,OTJ67251.1,650
Pseudomonas aeruginosa,287,OTJ56105.1,650
Photobacterium damselae,38293,PSU18432.1,641
Photobacterium gaetbulicola,1295392,PSU05505.1,674
Photobacterium iliopiscarium,56192,PSU01457.1,642
Photobacterium aquimaris,512643,PST99934.1,644
Photobacterium iliopiscarium,56192,PST95063.1,642
Photobacterium sp. NCIMB 13483,2022103,PST93875.1,642
Photobacterium jeanii,858640,PST90647.1,646
Pseudomonas sp. BBP2017,2109731,WP_107026702.1,648
Shewanella algae,38313,PST66464.1,639
Pseudomonas mendocina,300,WP_106740178.1,646
Pseudomonas mendocina,300,WP_106739433.1,655
Pseudomonas sp. YY-1,2058659,WP_106733958.1,648
Pseudomonas chlororaphis,587753,WP_106696183.1,648
Marinobacter shengliensis,1389223,WP_106693876.1,659
Marinobacter halophilus,1323740,WP_106672800.1,639
Marinobacter halophilus,1323740,WP_106671286.1,667
Shewanella sp. Pdp11,2059264,WP_106649181.1,639
Shewanella algae,38313,PSS73439.1,639
Shewanella algae,38313,PSS64608.1,639
Pseudomonas sp. BBP2017,2109731,PSS45552.1,648
Pseudomonas sp. R9.37,1390498,WP_106580707.1,648
Vibrio cholerae,666,PSM10424.1,636
Pseudomonas sp. R9.37,1390498,PSL90471.1,648
Zobellella taiwanensis,347535,WP_106453887.1,635
Vibrio cholerae,666,PSK04969.1,636
Zobellella taiwanensis,347535,PSJ40282.1,635
Pseudomonas chlororaphis subsp. piscium,1513890,AVO56532.1,648
Pseudomonas mendocina,300,AVO55180.1,646
Pseudomonas mendocina,300,AVO54705.1,655
Pseudomonas aeruginosa,287,PSG63088.1,650
Marinobacter shengliensis,1389223,PSF14503.1,659
Marinobacter halophilus,1323740,PSF08686.1,667
Marinobacter halophilus,1323740,PSF07502.1,639
Vibrio sp. V02_P2A34T13,1982231,PSD42296.1,636
Photobacterium damselae,38293,WP_106338784.1,642
Pseudomonas sp. NFACC11-2,1566246,WP_106272591.1,648
Photobacterium damselae,38293,WP_106224188.1,642
Pseudomonas stutzeri,316,WP_106158419.1,657
Pseudomonas aeruginosa,287,WP_106120474.1,650
Vibrio sp. V01_P9A10T6,2116368,WP_105977647.1,636
Arcobacter cryaerophilus,28198,WP_105939175.1,624
Arcobacter sp. LMG 29976,2027466,WP_105925679.1,624
Arcobacter cryaerophilus,28198,WP_105917412.1,624
Arcobacter cryaerophilus,28198,WP_105915226.1,624
Arcobacter cryaerophilus,28198,WP_105913480.1,624
Arcobacter cryaerophilus,28198,WP_105911308.1,624
Arcobacter cryaerophilus,28198,WP_105908859.1,624
Photobacterium damselae subsp. damselae,85581,PSB91016.1,642
Photobacterium damselae subsp. damselae,85581,PSB80106.1,642
Vibrio gangliei,2077090,WP_105901332.1,646
Pseudomonas saponiphila,556534,WP_092318353.1,648
Pseudomonas sp. NFIX28,1566235,WP_092305390.1,648
Pseudomonas prosekii,1148509,WP_092275344.1,648
Pseudomonas sp. NFACC13-1,1566245,WP_092258774.1,648
Pseudomonas proteolytica,219574,WP_092232567.1,648
Pseudomonas,286,WP_092204949.1,648
Pseudomonas sp. NFACC37-1,1566196,WP_092176904.1,648
Marinobacter,2742,WP_092030461.1,666
Pseudoalteromonas denitrificans,43656,WP_091979713.1,673
Methylophilus rhizosphaerae,492660,WP_091471076.1,642
Amphritea atlantica,355243,WP_091355587.1,645
Alkalimonas amylolytica,152573,WP_091344429.1,665
Nitrosospira sp. Nsp14,1855333,WP_091138693.1,710
Nitrosospira sp. Nsp13,1855332,WP_090907277.1,642
Nitrosovibrio,1232,WP_090878126.1,716
Pseudomonas kunmingensis,1211807,WP_090523358.1,660
Pseudomonas mohnii,395600,WP_090466023.1,648
Pseudomonas guguanensis,1198456,WP_090430863.1,646
Nitrosospira sp. Nl5,200120,WP_090372824.1,636
Pseudomonas palleroniana,191390,WP_090367676.1,648
Pseudomonas coleopterorum,1605838,WP_090361842.1,650
Pseudomonas oryzae,1392877,WP_090348805.1,649
Pseudomonas delhiensis,366289,WP_090330369.1,633
Pseudomonas moorei,395599,WP_090324391.1,646
Pseudomonas linyingensis,915471,WP_090312730.1,658
Pseudomonas linyingensis,915471,WP_090307620.1,667
Pseudomonas granadensis,1421430,WP_090288076.1,648
Pseudomonas kuykendallii,1007099,WP_090229900.1,649
Pseudomonas pohangensis,364197,WP_090193721.1,650
Pseudomonas arsenicoxydans,702115,WP_090181417.1,646
Pseudomonas arsenicoxydans,702115,WP_090177233.1,648
Halomonas saccharevitans,416872,WP_089850901.1,638
Halomonas arcis,416873,WP_089708513.1,633
Halomonas gudaonensis,376427,WP_089686245.1,635
Halomonas shengliensis,419597,WP_089677345.1,638
Halomonas pantelleriensis,48727,WP_089660742.1,640
Shewanella algae,38313,OXR99161.1,639
Pseudomonas aeruginosa,287,OXR98789.1,650
Pseudomonas aeruginosa,287,OXR93489.1,650
Pseudomonas aeruginosa,287,OXR82927.1,650
Pseudomonas aeruginosa,287,OXR73861.1,650
Pseudomonas aeruginosa,287,OXR67982.1,650
Pseudomonas aeruginosa,287,OXR66259.1,650
Pseudomonas aeruginosa,287,OXR61757.1,650
Pseudomonas jessenii,77298,OXR37860.1,648
Pseudomonas umsongensis,198618,OXR30819.1,648
Vibrio anguillarum,55601,ASO30545.1,636
Vibrio parahaemolyticus,670,ASO14428.1,637
Pseudomonas aeruginosa,287,ASM86593.1,650
Pseudomonas delhiensis,366289,WP_089394286.1,650
Vibrio gangliei,2077090,WP_105901329.1,662
Pseudomonas sp. NFPP22,1566224,PRZ28786.1,648
Pseudomonas sp. NFACC50-1,1566221,PRZ23276.1,648
Pseudomonas sp. NFACC11-2,1566246,PRX86663.1,648
Pseudomonas fluorescens,294,PRW83507.1,648
Pseudomonas fluorescens,294,PRW71734.1,648
Pseudomonas fluorescens,294,PRW71338.1,648
Pseudomonas fluorescens,294,PRW65596.1,648
Pseudomonas aeruginosa,287,PRW28525.1,650
Pseudomonas aeruginosa,287,PRW16784.1,650
Pseudomonas aeruginosa,287,PRW06051.1,650
Pseudomonas aeruginosa,287,PRW02079.1,650
Pseudomonas sp. MYb115,1848717,WP_105756062.1,648
Pseudomonas sp. MYb115,1848717,WP_105754336.1,650
Pseudomonas aeruginosa,287,AVN46861.1,650
Vibrio cholerae,666,AVL25071.1,636
Vibrio mediterranei,689,PRQ65308.1,636
Malikia granosa,263067,WP_105746669.1,638
Malikia spinosa,86180,WP_105728710.1,638
Pseudomonas sp. MYb187,1827299,WP_105642840.1,648
Solimicrobium silvestre,2099400,WP_105532795.1,637
Vibrio sp. V01_P9A10T6,2116368,PRQ61096.1,636
Pseudomonas frederiksbergensis,104087,WP_105349112.1,648
Pseudomonas frederiksbergensis,104087,WP_105339906.1,646
Arcobacter cryaerophilus,28198,PRN00673.1,624
Arcobacter cryaerophilus,28198,PRM97684.1,624
Arcobacter cryaerophilus,28198,PRM97358.1,624
Arcobacter cryaerophilus,28198,PRM94984.1,624
Arcobacter sp. LMG 29976,2027466,PRM92313.1,624
Arcobacter cryaerophilus,28198,PRM90299.1,624
Arcobacter cryaerophilus,28198,PRM88422.1,624
Rhodoferax sp. TS-BS-61-7,2094194,WP_105259417.1,641
Shewanella,22,WP_105250451.1,639
Pseudomonas,286,WP_105225323.1,650
Malikia spinosa,86180,PRD69551.1,638
Malikia granosa,263067,PRD67147.1,638
Solimicrobium silvestre,2099400,PRC92129.1,637
Pseudomonas sp. MYb2,1848731,PRC31880.1,648
Pseudomonas cedrina,651740,PRB89056.1,650
Pseudomonas sp. MYb3,1848735,PRB46081.1,648
Pseudomonas sp. MYb115,1848717,PRA55737.1,650
Pseudomonas sp. MYb187,1827299,PRA53372.1,648
Pseudomonas sp. MYb115,1848717,PRA41404.1,648
Pseudomonas aeruginosa,287,AVK02262.1,650
Pseudomonas aeruginosa,287,AVK28248.1,650
Pseudomonas aeruginosa,287,AVK22851.1,650
Pseudomonas aeruginosa,287,AVK12708.1,650
Pseudomonas aeruginosa,287,AVJ89891.1,650
Vibrio jasicida,766224,WP_105068073.1,637
Photobacterium angustum,661,WP_105061952.1,642
Pseudomonas aeruginosa,287,KSF16460.1,650
Pseudomonas aeruginosa,287,KSF05741.1,650
Pseudomonas aeruginosa,287,KSF04147.1,650
Pseudomonas aeruginosa,287,KSE98251.1,650
Pseudomonas aeruginosa,287,KSE88889.1,650
Pseudomonas aeruginosa,287,KSE82366.1,650
Pseudomonas aeruginosa,287,KSE76846.1,650
Pseudomonas aeruginosa,287,KSE67486.1,650
Pseudomonas aeruginosa,287,KSE62945.1,650
Pseudomonas aeruginosa,287,KSE53089.1,650
Pseudomonas aeruginosa,287,KSE44031.1,650
Pseudomonas aeruginosa,287,KSE41538.1,650
Pseudomonas aeruginosa,287,KSE40643.1,650
Pseudomonas aeruginosa,287,KSE31449.1,650
Pseudomonas aeruginosa,287,KSE20104.1,650
Pseudomonas aeruginosa,287,KSE17968.1,650
Pseudomonas aeruginosa,287,KSE17268.1,650
Pseudomonas aeruginosa,287,KSE07090.1,650
Pseudomonas aeruginosa,287,KSD92677.1,650
Pseudomonas aeruginosa,287,KSD91523.1,650
Pseudomonas aeruginosa,287,KSD84415.1,650
Pseudomonas aeruginosa,287,KSD82051.1,650
Pseudomonas aeruginosa,287,KSD69267.1,650
Pseudomonas aeruginosa,287,KSD58259.1,650
Pseudomonas aeruginosa,287,KSD51961.1,650
Pseudomonas aeruginosa,287,KSD46360.1,650
Pseudomonas aeruginosa,287,KSD43923.1,650
Pseudomonas aeruginosa,287,KSD42063.1,650
Pseudomonas aeruginosa,287,KSD29723.1,650
Pseudomonas aeruginosa,287,KSD24890.1,650
Pseudomonas aeruginosa,287,KSD16332.1,650
Pseudomonas aeruginosa,287,KSC99081.1,650
Pseudomonas aeruginosa,287,KSC97325.1,650
Pseudomonas aeruginosa,287,KSC89195.1,650
Pseudomonas aeruginosa,287,KSC83926.1,650
Pseudomonas aeruginosa,287,KSC80966.1,650
Pseudomonas aeruginosa,287,KSC74375.1,650
Pseudomonas aeruginosa,287,KSC66760.1,650
Pseudomonas aeruginosa,287,KSC65111.1,650
Pseudomonas aeruginosa,287,KSC56578.1,650
Pseudomonas aeruginosa,287,KSC43043.1,650
Pseudomonas aeruginosa,287,KSC36071.1,650
Pseudomonas aeruginosa,287,KSC27224.1,650
Pseudomonas aeruginosa,287,KSC21351.1,650
Pseudomonas aeruginosa,287,KSC16323.1,650
Pseudomonas aeruginosa,287,KSC11249.1,650
Pseudomonas aeruginosa,287,KSC08792.1,650
Pseudomonas aeruginosa,287,KSB96505.1,650
Pseudomonas aeruginosa,287,KSB93411.1,650
Pseudomonas brassicacearum,930166,ALQ00769.1,648
Alteromonas sp. BL110,1714845,RKM80453.1,644
Pseudomonas sp. K2W31S-8,2320867,WP_119892858.1,649
Legionella pneumophila subsp. pneumophila,91891,RJY45755.1,639
Legionella pneumophila subsp. pneumophila,91891,RJY41610.1,639
Legionella pneumophila subsp. pneumophila,91891,RJY40678.1,639
Legionella pneumophila subsp. pneumophila,91891,RJY36346.1,639
Legionella pneumophila subsp. pneumophila,91891,RJY35716.1,639
Legionella pneumophila subsp. pneumophila,91891,RJY29954.1,639
Legionella pneumophila subsp. pneumophila,91891,RJY26566.1,639
Legionella pneumophila subsp. pneumophila,91891,RJY26208.1,639
Pseudomonas sp. SCT,412955,GCA57694.1,657
Pseudomonas sp. K2W31S-8,2320867,AYC32236.1,649
Rhodocyclales bacterium GT-UBC,2316108,WP_119492869.1,639
Rhodocyclales bacterium GT-UBC,2316108,RIX41157.1,639
Alteromonas sp. BL110,1714845,WP_118490039.1,644
Alteromonas sp. BL110,1714845,AXT37714.1,644
Iodobacter fluviatilis,537,WP_115228631.1,641
Iodobacter fluviatilis,537,STR44887.1,641
Pseudomonas alcaligenes,43263,SUD17617.1,648
Legionella gratiana,45066,STX42051.1,638
Legionella birminghamensis,28083,STX31860.1,637
Legionella moravica,39962,STX63368.1,639
Legionella pneumophila,446,STX82589.1,639
Legionella pneumophila,446,STX89684.1,639
Legionella pneumophila,446,STX85810.1,639
Legionella pneumophila,446,STX73291.1,639
Legionella pneumophila,446,STY01383.1,639
Legionella pneumophila,446,STX70481.1,639
Legionella pneumophila,446,STX78991.1,639
Legionella pneumophila,446,STX96422.1,639
Legionella pneumophila,446,STY07337.1,639
Legionella pneumophila,446,STY13419.1,639
Legionella pneumophila,446,STX68038.1,639
Legionella pneumophila,446,STY04429.1,639
Legionella pneumophila,446,STX98314.1,639
Legionella pneumophila,446,RDE57233.1,639
Legionella pneumophila,446,RDE56855.1,639
Halomonas taeanensis,284577,WP_112055814.1,634
Pseudomonas aeruginosa,287,SQC60279.1,496
Halomonas taeanensis,284577,RAR59041.1,634
Pseudomonas pseudoalcaligenes,330,PZP80352.1,494
Pseudomonas aeruginosa,287,SQK98283.1,496
Legionella pneumophila,446,SQG84957.1,639
Legionella pneumophila,446,WP_110539728.1,639
Vibrio rumoiensis,76258,WP_110410686.1,531
Pseudomonas sp. GV034,2135576,PYE04136.1,647
Legionella pneumophila,446,PYB65732.1,639
Legionella pneumophila,446,PYB64361.1,639
Legionella pneumophila,446,PYB58847.1,639
Legionella pneumophila,446,PYB55142.1,639
Bordetella parapertussis,519,SUV59749.1,658
Chromobacterium violaceum,536,SUX35140.1,633
Bordetella parapertussis,519,SUV80726.1,658
Aeromonas hydrophila,644,SUU29494.1,641
Chromobacterium violaceum,536,SUX40425.1,633
Alcaligenes faecalis subsp. faecalis,32001,SSY85557.1,646
Aeromonas veronii,654,RDU92805.1,641
Aeromonas veronii,654,RDU82085.1,641
Aeromonas veronii,654,RDU80307.1,641
Aeromonas veronii,654,RDU80084.1,641
Pseudomonas putida,303,WP_115273163.1,648
Arcobacter trophiarum LMG 25534,1032241,AXK48816.1,624
Citrobacter freundii,546,RDU15182.1,644
Plesiomonas shigelloides,703,WP_115149748.1,684
Rhodoferax sp. OTU1,2109322,WP_114971450.1,642
Pseudomonas putida,303,WP_114942790.1,648
Pseudomonas kribbensis,1628086,WP_114880932.1,647
Comamonas sp. AG1104,2183900,WP_114864241.1,654
Pseudomonas putida,303,SUD73213.1,648
Pseudomonas putida,303,SUD76155.1,648
Pseudomonas putida,303,SUD66513.1,648
Pseudomonas kribbensis,1628086,AXI59049.1,647
Leclercia adecarboxylata,83655,STX23533.1,648
Vibrio vulnificus,672,SUQ29340.1,637
Vibrio vulnificus,672,SUQ35207.1,637
Vibrio vulnificus,672,SUQ28663.1,637
Photobacterium damselae,38293,SUB67186.1,640
Pseudoalteromonas nigrifaciens,28109,SUC51744.1,660
Plesiomonas shigelloides,703,SUB63968.1,675
Comamonas sp. AG1104,2183900,RDI11066.1,661
Aeromonas veronii,654,RDE59839.1,641
Aeromonas sp. ARM81,1747384,RDD48276.1,641
Pusillimonas sp. EA3,2183983,WP_114421387.1,664
[Kluyvera] intestini,1898961,BBE76445.1,648
Pusillimonas sp. EA3,2183983,RCW54688.1,664
Pseudomonas sp. AFG_SD02_1510_Pfu_092,2259497,WP_114171956.1,648
Pseudomonas sp. AFG_SD02_1510_Pfu_092,2259497,RCL20479.1,648
Chromobacterium sp. IIBBL 274-1,2202142,WP_114074500.1,633
Chromobacterium sp. IIBBL 112-1,2202141,WP_114063671.1,633
Aeromonas caviae,648,WP_113977446.1,641
Chromobacterium sp. IIBBL 274-1,2202142,AXE37013.1,633
Chromobacterium sp. IIBBL 112-1,2202141,AXE32623.1,633
Aeromonas salmonicida,645,WP_113720082.1,641
Aeromonas hydrophila,644,RCF52123.1,641
Aeromonas caviae,648,RCE22826.1,641
Aeromonas caviae,648,WP_113070081.1,641
Achromobacter xylosoxidans,85698,WP_112957405.1,660
Achromobacter xylosoxidans,85698,WP_112957404.1,654
Pseudomonas putida,303,WP_112251645.1,648
Pseudomonas sp. LG1E9,2219057,WP_112193008.1,648
Pseudomonas sp. FW306-02-F02-AA,2070652,PMZ15771.1,646
Pseudomonas sp. FW306-02-H06C,2070654,PMZ10344.1,646
Pseudomonas sp. FW306-02-F02-AB,2070653,PMZ04189.1,646
Pseudomonas sp. FW126-L8,2070635,PMY75053.1,646
Pseudomonas sp. FW305-25,2070636,PMY66240.1,646
Pseudomonas sp. GW456-L12,2070633,PMY53473.1,646
Pseudomonas sp. FW306-2-2C-D06C,2070631,PMY46737.1,646
Pseudomonas sp. GW456-L14,2070632,PMY40206.1,646
Pseudomonas sp. 09C 129,2054915,WP_101337136.1,646
Pseudomonas chlororaphis,587753,WP_101281983.1,646
Pseudomonas chlororaphis,587753,AUG39783.1,646
Pseudomonas sp. 09C 129,2054915,AUG00953.1,646
Psychromonas sp. MB-3u-54,2058319,WP_101036911.1,640
Psychromonas sp. MB-3u-54,2058319,PKH03947.1,640
Zetaproteobacteria bacterium CG_4_9_14_3_um_filter_54_145,1974120,PJA28325.1,645
Zetaproteobacteria bacterium CG_4_10_14_3_um_filter_54_28,1974114,PIX53515.1,645
